unifiedDeliveryDriver;geoKey;capacity;peakCapacity;activationDateFrom;activationDateTo;products
Poste;RM;150000;94000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;890,AR,RS
Poste;00010;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00012;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00013;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00015;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00017;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00018;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00019;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00020;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00021;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00022;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00023;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00024;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00025;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00026;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00027;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00028;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00029;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00030;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00031;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00032;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00033;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00034;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00035;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00036;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00037;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00038;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00039;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00040;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00041;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00042;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00043;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00044;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00045;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00046;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00047;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00048;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
Poste;00049;150000;2000;2026-03-02T00:00:00.000Z;2026-03-08T23:59:59.999Z;
