unifiedDeliveryDriver;geoKey;capacity;peakCapacity;activationDateFrom;activationDateTo;products
PostAndService;64011;62;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;64014;63;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;64018;55;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;64020;62;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;64021;58;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;64025;75;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;64026;97;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;64028;72;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;64100;154;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;65010;73;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;65013;58;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;65015;118;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;65020;52;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;65125;56;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;65129;69;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;66010;66;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;66020;72;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;66023;59;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;66026;66;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;66034;150;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;66050;58;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;66054;86;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;66100;74;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;67039;69;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;67051;74;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;67100;144;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;70010;94;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;70020;56;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
PostAndService;70022;60;50;2026-02-09T00:00:00.000Z;2026-02-15T23:59:59.999Z;
