unifiedDeliveryDriver;geoKey;capacity;peakCapacity;activationDateFrom;activationDateTo;products
Poste;MB;12000;12000;2026-05-11T00:00:00.000Z;2026-06-07T23:59:59.999Z;890,AR,RS
Poste;VA;10500;10500;2026-05-11T00:00:00.000Z;2026-06-07T23:59:59.999Z;890,AR,RS
Poste;LO;3000;3000;2026-05-11T00:00:00.000Z;2026-06-07T23:59:59.999Z;890,AR,RS
Poste;PV;8000;8000;2026-05-11T00:00:00.000Z;2026-06-07T23:59:59.999Z;890,AR,RS
Poste;MN;5000;5000;2026-05-25T00:00:00.000Z;2026-06-07T23:59:59.999Z;890,AR,RS
Poste;MT;4000;4000;2026-05-11T00:00:00.000Z;2026-06-07T23:59:59.999Z;890,AR,RS
Fulmine;NA;62100;62100;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;AR,RS
Fulmine;80010;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80011;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80012;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80013;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80014;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80016;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80017;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80018;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80019;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80020;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80021;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80022;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80023;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80024;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80025;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80026;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80027;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80028;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80029;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80030;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80031;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
Fulmine;80032;600;600;2026-05-18T00:00:00.000Z;2026-06-07T23:59:59.999Z;
