unifiedDeliveryDriver;geoKey;capacity;peakCapacity;activationDateFrom;activationDateTo;products
PostAndService;70127;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
PostAndService;70122;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
PostAndService;70128;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
PostAndService;70126;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
PostAndService;70121;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
PostAndService;70123;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
PostAndService;70129;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
PostAndService;70124;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
PostAndService;70132;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
PostAndService;70131;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
PostAndService;70125;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;87010;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;87011;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;87020;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;89013;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;89048;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;87012;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;89047;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;89900;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;89024;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;96026;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
PostAndService;74123;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;83029;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;83025;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;90036;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;81036;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;81057;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;98123;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;98164;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;90047;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;81041;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;90030;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;83031;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;81039;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;98135;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;87041;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;90046;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;83035;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;81033;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;81038;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;96012;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;89135;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
Fulmine;84085;1000000;1000000;2025-12-22T00:00:00.000Z;2025-12-28T23:59:59.999Z;
