unifiedDeliveryDriver;geoKey;capacity;peakCapacity;activationDateFrom;activationDateTo;products
Poste;RM;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;890,AR,RS
Poste;00010;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00012;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00013;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00015;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00017;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00018;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00019;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00020;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00021;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00022;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00023;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00024;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00025;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00026;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00027;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00028;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00029;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00030;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00031;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00032;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00033;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00034;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00035;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00036;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00037;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00038;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00039;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00040;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00041;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00042;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
Poste;00043;100000;100000;2026-01-26T00:00:00.000Z;2026-02-08T23:59:59.999Z;
