unifiedDeliveryDriver;geoKey;capacity;peakCapacity;activationDateFrom;activationDateTo;products
Poste;RM;500000;122200;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;890,AR,RS
Poste;00010;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00012;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00013;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00015;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00017;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00018;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00019;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00020;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00021;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00022;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00023;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00024;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00025;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00026;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00027;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00028;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00029;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00030;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00031;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00032;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00033;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00034;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00035;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00036;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00037;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00038;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00039;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00040;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00041;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00042;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00043;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00044;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00045;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00046;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00047;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00048;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00049;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00051;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00052;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00053;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00054;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00055;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00058;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00059;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00060;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00061;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00062;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00063;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00065;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00066;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00067;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00068;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00069;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00071;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00072;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00073;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00074;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00075;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00076;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00077;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00078;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00079;500000;2000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00118;500000;4000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00119;500000;4000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00121;500000;4000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
Poste;00122;500000;4000;2026-09-28T00:00:00.000Z;2026-10-04T23:59:59.999Z;
